filename,mean_R,mean_G,mean_B,contrast_R,dissimilarity_R,homogeneity_R,energy_R,correlation_R,entropy_R,contrast_G,dissimilarity_G,homogeneity_G,energy_G,correlation_G,entropy_G,contrast_B,dissimilarity_B,homogeneity_B,energy_B,correlation_B,entropy_B
tag.txt,63.89953125,74.94725,90.2882125,2.66745871484375,1.1912475453117555,0.5422040381477039,0.23346431078095817,0.0,1.757576146386954,2.2067860012109377,1.0557533212493402,0.5727077887346548,0.26344098835904567,0.0,1.6529911311305017,2.36429426109375,1.0977936832805637,0.5660209940743041,0.24837108679656453,2.527129409515164e-16,1.7010040386227294
tag.txt,71.75805,84.00736875,100.87413125,2.3437301743749996,1.0933109515618167,0.5652301425133878,0.25701582046842875,2.3568924040189384e-16,1.6800976693140797,1.9509673748437497,0.9692849760931442,0.5969832214915356,0.28804242312463996,0.0,1.5805784791033228,2.0830181624609376,1.0046286366399972,0.5918792313600155,0.27307906070278365,0.0,1.626253774105746
tag.txt,67.92951875,78.29325625,92.10065,2.593551869375,1.1674106037492706,0.5482333852014688,0.2385438411715768,0.0,1.7407675729461354,2.1748870137109377,1.0424230493743485,0.5771846853007814,0.26720438773404104,2.540771606559162e-16,1.643339923165665,2.348746819375,1.0910436534368182,0.5682218420855556,0.2507355082028116,0.0,1.6952847524827654
tag.txt,70.02804375,80.1610625,93.19578125,2.6093671515234376,1.1699923478898937,0.5477942721657298,0.2406198405465742,0.0,1.7382422823818737,2.2086075637109372,1.0491168557024695,0.5758469147673568,0.2686173127340392,0.0,1.6439434365938073,2.3089700277734373,1.0770825954680765,0.5719483103689618,0.25538726882780577,1.643930948782305e-16,1.6827398047867783
tag.txt,33.097575,42.58893125,54.309975,4.575507359375,1.68039394218645,0.4620612384682859,0.148799212187314,1.0380555053085191e-16,2.0776349161218324,3.9827905899999996,1.5283906524990447,0.48436930204649514,0.1683385846091646,5.563094942227142e-17,2.000060387610058,4.041373619374999,1.5446539112490345,0.4817223638526218,0.16432773023416958,0.0,2.0144191190284246
tag.txt,42.9215875,52.08041875,64.26994375,4.12424627359375,1.5669395748427706,0.4778204666860087,0.163975947656045,2.1867438028021425e-16,2.0183687571605198,3.680799053710938,1.4472574855459703,0.49852433811194974,0.18118142234352355,2.0253831716256927e-16,1.9506238887869727,3.7734364443750006,1.4723207524990798,0.4948302543005843,0.1758251592966552,2.857667475853324e-17,1.972220120225574
tag.txt,39.83981875,49.16281875,61.95421875,4.264552207773438,1.6050927524989969,0.47158759095091285,0.15805741234355244,0.0,2.039791805863867,3.7749364902734377,1.4741270597647038,0.4935065708864096,0.1761440349997798,1.999969750826153e-16,1.968924804362351,3.827368637343749,1.4892483074990692,0.49122026083336834,0.17227628539040962,0.0,1.9827010415751776
tag.txt,43.132425,52.48865,64.82883125,4.185562726523438,1.5807935432021372,0.4758974026003071,0.16215413156229733,1.356667089431784e-16,2.0255936517777866,3.7620476480859377,1.4667959057022082,0.4958488948863468,0.177611126015403,1.430994848062984e-16,1.9662376430866637,3.8406541235937506,1.4874478890615705,0.492837304482054,0.1732883970310334,1.4162750923849016e-16,1.9822929251596833
tag.txt,39.55263125,48.83795,62.79,4.720577887460938,1.710528525155181,0.45686129205137876,0.14626113124981716,7.664853968091421e-17,2.0905614375289,4.211020077148437,1.575927508592765,0.47853778640718914,0.163182857421671,0.0,2.0243338968717652,4.265646704648438,1.593725141014629,0.4750821297374861,0.15866918445292666,0.0,2.0382927891329596
tag.txt,46.5143,56.46201875,72.06240625,4.741950601210938,1.7103283437489312,0.45748269227592586,0.14635821539044205,0.0,2.0910722387620364,4.305969062343751,1.596499964217752,0.475956656107363,0.16012963757792484,0.0,2.0367325563982237,4.34727184234375,1.6124912954677424,0.47255556934875675,0.156001935937305,0.0,2.0501205225026125
tag.txt,43.525425,52.3635625,65.528525,4.662489624023437,1.6948529843739406,0.4591450085288178,0.147999893437315,0.0,2.0836579880807404,4.1895625,1.571052624999018,0.47931522495548756,0.1632741070310459,0.0,2.0230012741863006,4.219462670898437,1.5832688828115105,0.4766688751018423,0.1593730995310508,0.0,2.0350956372959934
tag.txt,45.24568125,54.00876875,67.7067875,4.6549577871484376,1.691266294061443,0.4599354631367553,0.14805149304668994,0.0,2.0843994070391103,4.246423319335936,1.582117685936511,0.478232825714321,0.1619952489060475,1.0775279926464636e-16,2.029507589510383,4.275727809335938,1.5945675044521286,0.47542675708642324,0.15828205179667718,0.0,2.0402380375694804
